seed,net,reached,start_x,start_y,goal_x,goal_y,step,x,y
0,MLP,1,5.0,5.0,0.40973523,0.16527635,43,0.7999999999999978,0.5999999999999979
0,MLP,1,5.0,5.0,0.40973523,0.16527635,44,0.5999999999999979,0.5999999999999979
0,SNN,1,5.0,5.0,0.40973523,0.16527635,0,5.0,5.0
0,SNN,1,5.0,5.0,0.40973523,0.16527635,1,4.8,5.0
0,SNN,1,5.0,5.0,0.40973523,0.16527635,2,4.6,5.0
0,SNN,1,5.0,5.0,0.40973523,0.16527635,3,4.3999999999999995,5.0
0,SNN,1,5.0,5.0,0.40973523,0.16527635,4,4.199999999999999,5.0
0,SNN,1,5.0,5.0,0.40973523,0.16527635,5,3.999999999999999,5.0
0,SNN,1,5.0,5.0,0.40973523,0.16527635,6,3.999999999999999,4.8
0,SNN,1,5.0,5.0,0.40973523,0.16527635,7,3.799999999999999,4.8
0,SNN,1,5.0,5.0,0.40973523,0.16527635,8,3.5999999999999988,4.8
0,SNN,1,5.0,5.0,0.40973523,0.16527635,9,3.3999999999999986,4.8
0,SNN,1,5.0,5.0,0.40973523,0.16527635,10,3.1999999999999984,4.8
0,SNN,1,5.0,5.0,0.40973523,0.16527635,11,2.9999999999999982,4.8
0,SNN,1,5.0,5.0,0.40973523,0.16527635,12,2.799999999999998,4.8
0,SNN,1,5.0,5.0,0.40973523,0.16527635,13,2.599999999999998,4.8
0,SNN,1,5.0,5.0,0.40973523,0.16527635,14,2.3999999999999977,4.8
0,SNN,1,5.0,5.0,0.40973523,0.16527635,15,2.1999999999999975,4.8
0,SNN,1,5.0,5.0,0.40973523,0.16527635,16,1.9999999999999976,4.8
0,SNN,1,5.0,5.0,0.40973523,0.16527635,17,1.7999999999999976,4.8
0,SNN,1,5.0,5.0,0.40973523,0.16527635,18,1.5999999999999976,4.8
0,SNN,1,5.0,5.0,0.40973523,0.16527635,19,1.3999999999999977,4.8
0,SNN,1,5.0,5.0,0.40973523,0.16527635,20,1.3999999999999977,4.6
0,SNN,1,5.0,5.0,0.40973523,0.16527635,21,1.3999999999999977,4.3999999999999995
0,SNN,1,5.0,5.0,0.40973523,0.16527635,22,1.3999999999999977,4.199999999999999
0,SNN,1,5.0,5.0,0.40973523,0.16527635,23,1.3999999999999977,3.999999999999999
0,SNN,1,5.0,5.0,0.40973523,0.16527635,24,1.3999999999999977,3.799999999999999
0,SNN,1,5.0,5.0,0.40973523,0.16527635,25,1.3999999999999977,3.5999999999999988
0,SNN,1,5.0,5.0,0.40973523,0.16527635,26,1.3999999999999977,3.3999999999999986
0,SNN,1,5.0,5.0,0.40973523,0.16527635,27,1.3999999999999977,3.1999999999999984
0,SNN,1,5.0,5.0,0.40973523,0.16527635,28,1.3999999999999977,2.9999999999999982
0,SNN,1,5.0,5.0,0.40973523,0.16527635,29,1.3999999999999977,2.799999999999998
0,SNN,1,5.0,5.0,0.40973523,0.16527635,30,1.3999999999999977,2.599999999999998
0,SNN,1,5.0,5.0,0.40973523,0.16527635,31,1.3999999999999977,2.3999999999999977
0,SNN,1,5.0,5.0,0.40973523,0.16527635,32,1.3999999999999977,2.1999999999999975
0,SNN,1,5.0,5.0,0.40973523,0.16527635,33,1.3999999999999977,1.9999999999999976
0,SNN,1,5.0,5.0,0.40973523,0.16527635,34,1.1999999999999977,1.9999999999999976
0,SNN,1,5.0,5.0,0.40973523,0.16527635,35,0.9999999999999978,1.9999999999999976
0,SNN,1,5.0,5.0,0.40973523,0.16527635,36,0.9999999999999978,1.7999999999999976
0,SNN,1,5.0,5.0,0.40973523,0.16527635,37,0.9999999999999978,1.5999999999999976
0,SNN,1,5.0,5.0,0.40973523,0.16527635,38,0.9999999999999978,1.3999999999999977
0,SNN,1,5.0,5.0,0.40973523,0.16527635,39,0.9999999999999978,1.1999999999999977
0,SNN,1,5.0,5.0,0.40973523,0.16527635,40,0.9999999999999978,0.9999999999999978
0,SNN,1,5.0,5.0,0.40973523,0.16527635,41,0.7999999999999978,0.9999999999999978
0,SNN,1,5.0,5.0,0.40973523,0.16527635,42,0.7999999999999978,0.7999999999999978
0,SNN,1,5.0,5.0,0.40973523,0.16527635,43,0.5999999999999979,0.7999999999999978
0,SNN,1,5.0,5.0,0.40973523,0.16527635,44,0.39999999999999786,0.7999999999999978
0,SNN,1,5.0,5.0,0.40973523,0.16527635,45,0.5999999999999979,0.7999999999999978
0,SNN,1,5.0,5.0,0.40973523,0.16527635,46,0.39999999999999786,0.7999999999999978
0,SNN,1,5.0,5.0,0.40973523,0.16527635,47,0.5999999999999979,0.7999999999999978
0,SNN,1,5.0,5.0,0.40973523,0.16527635,48,0.39999999999999786,0.7999999999999978
0,SNN,1,5.0,5.0,0.40973523,0.16527635,49,0.39999999999999786,0.5999999999999979
1,MLP,0,5.0,5.0,5.118216,9.504637,0,5.0,5.0
1,MLP,0,5.0,5.0,5.118216,9.504637,1,5.2,5.0
1,MLP,0,5.0,5.0,5.118216,9.504637,2,5.4,5.0
1,MLP,0,5.0,5.0,5.118216,9.504637,3,5.6000000000000005,5.0
1,MLP,0,5.0,5.0,5.118216,9.504637,4,5.6000000000000005,5.2
1,MLP,0,5.0,5.0,5.118216,9.504637,5,5.6000000000000005,5.4
1,MLP,0,5.0,5.0,5.118216,9.504637,6,5.6000000000000005,5.6000000000000005
1,MLP,0,5.0,5.0,5.118216,9.504637,7,5.6000000000000005,5.800000000000001
1,MLP,0,5.0,5.0,5.118216,9.504637,8,5.6000000000000005,6.000000000000001
1,MLP,0,5.0,5.0,5.118216,9.504637,9,5.6000000000000005,6.200000000000001
1,MLP,0,5.0,5.0,5.118216,9.504637,10,5.6000000000000005,6.400000000000001
1,MLP,0,5.0,5.0,5.118216,9.504637,11,5.6000000000000005,6.600000000000001
1,MLP,0,5.0,5.0,5.118216,9.504637,12,5.6000000000000005,6.800000000000002
1,MLP,0,5.0,5.0,5.118216,9.504637,13,5.6000000000000005,7.000000000000002
1,MLP,0,5.0,5.0,5.118216,9.504637,14,5.6000000000000005,7.200000000000002
1,MLP,0,5.0,5.0,5.118216,9.504637,15,5.6000000000000005,7.400000000000002
1,MLP,0,5.0,5.0,5.118216,9.504637,16,5.6000000000000005,7.600000000000002
1,MLP,0,5.0,5.0,5.118216,9.504637,17,5.6000000000000005,7.8000000000000025
1,MLP,0,5.0,5.0,5.118216,9.504637,18,5.6000000000000005,8.000000000000002
1,MLP,0,5.0,5.0,5.118216,9.504637,19,5.6000000000000005,8.200000000000001
1,MLP,0,5.0,5.0,5.118216,9.504637,20,5.6000000000000005,8.4
1,MLP,0,5.0,5.0,5.118216,9.504637,21,5.6000000000000005,8.6
1,MLP,0,5.0,5.0,5.118216,9.504637,22,5.6000000000000005,8.799999999999999
1,MLP,0,5.0,5.0,5.118216,9.504637,23,5.6000000000000005,8.6
1,MLP,0,5.0,5.0,5.118216,9.504637,24,5.6000000000000005,8.799999999999999
1,MLP,0,5.0,5.0,5.118216,9.504637,25,5.6000000000000005,8.999999999999998
1,MLP,0,5.0,5.0,5.118216,9.504637,26,5.6000000000000005,8.799999999999999
1,MLP,0,5.0,5.0,5.118216,9.504637,27,5.6000000000000005,8.999999999999998
1,MLP,0,5.0,5.0,5.118216,9.504637,28,5.6000000000000005,8.799999999999999
1,MLP,0,5.0,5.0,5.118216,9.504637,29,5.6000000000000005,8.6
1,MLP,0,5.0,5.0,5.118216,9.504637,30,5.6000000000000005,8.799999999999999
1,MLP,0,5.0,5.0,5.118216,9.504637,31,5.6000000000000005,8.999999999999998
1,MLP,0,5.0,5.0,5.118216,9.504637,32,5.6000000000000005,9.199999999999998
1,MLP,0,5.0,5.0,5.118216,9.504637,33,5.6000000000000005,8.999999999999998
1,MLP,0,5.0,5.0,5.118216,9.504637,34,5.6000000000000005,8.799999999999999
1,MLP,0,5.0,5.0,5.118216,9.504637,35,5.6000000000000005,8.6
1,MLP,0,5.0,5.0,5.118216,9.504637,36,5.6000000000000005,8.799999999999999
1,MLP,0,5.0,5.0,5.118216,9.504637,37,5.6000000000000005,8.999999999999998
1,MLP,0,5.0,5.0,5.118216,9.504637,38,5.6000000000000005,9.199999999999998
1,MLP,0,5.0,5.0,5.118216,9.504637,39,5.6000000000000005,8.999999999999998
1,MLP,0,5.0,5.0,5.118216,9.504637,40,5.6000000000000005,9.199999999999998
1,MLP,0,5.0,5.0,5.118216,9.504637,41,5.6000000000000005,8.999999999999998
1,MLP,0,5.0,5.0,5.118216,9.504637,42,5.6000000000000005,8.799999999999999
1,MLP,0,5.0,5.0,5.118216,9.504637,43,5.6000000000000005,8.6
1,MLP,0,5.0,5.0,5.118216,9.504637,44,5.6000000000000005,8.799999999999999
1,MLP,0,5.0,5.0,5.118216,9.504637,45,5.6000000000000005,8.999999999999998
1,MLP,0,5.0,5.0,5.118216,9.504637,46,5.6000000000000005,8.799999999999999
1,MLP,0,5.0,5.0,5.118216,9.504637,47,5.6000000000000005,8.999999999999998
1,MLP,0,5.0,5.0,5.118216,9.504637,48,5.6000000000000005,8.799999999999999
1,MLP,0,5.0,5.0,5.118216,9.504637,49,5.6000000000000005,8.999999999999998
1,MLP,0,5.0,5.0,5.118216,9.504637,50,5.6000000000000005,9.199999999999998
1,MLP,0,5.0,5.0,5.118216,9.504637,51,5.6000000000000005,8.999999999999998
1,MLP,0,5.0,5.0,5.118216,9.504637,52,5.6000000000000005,8.799999999999999
1,MLP,0,5.0,5.0,5.118216,9.504637,53,5.6000000000000005,8.999999999999998
1,MLP,0,5.0,5.0,5.118216,9.504637,54,5.6000000000000005,9.199999999999998
1,MLP,0,5.0,5.0,5.118216,9.504637,55,5.6000000000000005,8.999999999999998
1,MLP,0,5.0,5.0,5.118216,9.504637,56,5.6000000000000005,8.799999999999999
1,MLP,0,5.0,5.0,5.118216,9.504637,57,5.6000000000000005,8.999999999999998
1,MLP,0,5.0,5.0,5.118216,9.504637,58,5.6000000000000005,9.199999999999998
1,MLP,0,5.0,5.0,5.118216,9.504637,59,5.6000000000000005,8.999999999999998
1,MLP,0,5.0,5.0,5.118216,9.504637,60,5.6000000000000005,8.799999999999999
1,MLP,0,5.0,5.0,5.118216,9.504637,61,5.6000000000000005,8.999999999999998
1,MLP,0,5.0,5.0,5.118216,9.504637,62,5.6000000000000005,8.799999999999999
1,MLP,0,5.0,5.0,5.118216,9.504637,63,5.6000000000000005,8.6
1,MLP,0,5.0,5.0,5.118216,9.504637,64,5.6000000000000005,8.799999999999999
1,MLP,0,5.0,5.0,5.118216,9.504637,65,5.6000000000000005,8.999999999999998
1,MLP,0,5.0,5.0,5.118216,9.504637,66,5.6000000000000005,9.199999999999998
1,MLP,0,5.0,5.0,5.118216,9.504637,67,5.6000000000000005,8.999999999999998
1,MLP,0,5.0,5.0,5.118216,9.504637,68,5.6000000000000005,8.799999999999999
1,MLP,0,5.0,5.0,5.118216,9.504637,69,5.6000000000000005,8.6
1,MLP,0,5.0,5.0,5.118216,9.504637,70,5.6000000000000005,8.799999999999999
1,MLP,0,5.0,5.0,5.118216,9.504637,71,5.6000000000000005,8.6
1,MLP,0,5.0,5.0,5.118216,9.504637,72,5.6000000000000005,8.799999999999999
1,MLP,0,5.0,5.0,5.118216,9.504637,73,5.6000000000000005,8.999999999999998
1,MLP,0,5.0,5.0,5.118216,9.504637,74,5.6000000000000005,9.199999999999998
1,MLP,0,5.0,5.0,5.118216,9.504637,75,5.6000000000000005,8.999999999999998
1,MLP,0,5.0,5.0,5.118216,9.504637,76,5.6000000000000005,9.199999999999998
1,MLP,0,5.0,5.0,5.118216,9.504637,77,5.6000000000000005,8.999999999999998
1,MLP,0,5.0,5.0,5.118216,9.504637,78,5.6000000000000005,9.199999999999998
1,MLP,0,5.0,5.0,5.118216,9.504637,79,5.6000000000000005,8.999999999999998
1,MLP,0,5.0,5.0,5.118216,9.504637,80,5.6000000000000005,9.199999999999998
1,MLP,0,5.0,5.0,5.118216,9.504637,81,5.6000000000000005,8.999999999999998
1,MLP,0,5.0,5.0,5.118216,9.504637,82,5.6000000000000005,8.799999999999999
1,MLP,0,5.0,5.0,5.118216,9.504637,83,5.6000000000000005,8.999999999999998
1,MLP,0,5.0,5.0,5.118216,9.504637,84,5.6000000000000005,8.799999999999999
1,MLP,0,5.0,5.0,5.118216,9.504637,85,5.6000000000000005,8.999999999999998
1,MLP,0,5.0,5.0,5.118216,9.504637,86,5.6000000000000005,8.799999999999999
1,MLP,0,5.0,5.0,5.118216,9.504637,87,5.6000000000000005,8.999999999999998
1,MLP,0,5.0,5.0,5.118216,9.504637,88,5.6000000000000005,9.199999999999998
1,MLP,0,5.0,5.0,5.118216,9.504637,89,5.6000000000000005,8.999999999999998
1,MLP,0,5.0,5.0,5.118216,9.504637,90,5.6000000000000005,9.199999999999998
1,MLP,0,5.0,5.0,5.118216,9.504637,91,5.6000000000000005,8.999999999999998
1,MLP,0,5.0,5.0,5.118216,9.504637,92,5.6000000000000005,9.199999999999998
1,MLP,0,5.0,5.0,5.118216,9.504637,93,5.6000000000000005,8.999999999999998
1,MLP,0,5.0,5.0,5.118216,9.504637,94,5.6000000000000005,8.799999999999999
1,MLP,0,5.0,5.0,5.118216,9.504637,95,5.6000000000000005,8.999999999999998
1,MLP,0,5.0,5.0,5.118216,9.504637,96,5.6000000000000005,9.199999999999998
1,MLP,0,5.0,5.0,5.118216,9.504637,97,5.6000000000000005,8.999999999999998
1,MLP,0,5.0,5.0,5.118216,9.504637,98,5.6000000000000005,8.799999999999999
1,MLP,0,5.0,5.0,5.118216,9.504637,99,5.6000000000000005,8.6
1,MLP,0,5.0,5.0,5.118216,9.504637,100,5.6000000000000005,8.799999999999999
1,MLP,0,5.0,5.0,5.118216,9.504637,101,5.6000000000000005,8.6
1,MLP,0,5.0,5.0,5.118216,9.504637,102,5.6000000000000005,8.799999999999999
1,MLP,0,5.0,5.0,5.118216,9.504637,103,5.6000000000000005,8.999999999999998
1,MLP,0,5.0,5.0,5.118216,9.504637,104,5.6000000000000005,8.799999999999999
1,MLP,0,5.0,5.0,5.118216,9.504637,105,5.6000000000000005,8.999999999999998
1,MLP,0,5.0,5.0,5.118216,9.504637,106,5.6000000000000005,8.799999999999999
1,MLP,0,5.0,5.0,5.118216,9.504637,107,5.6000000000000005,8.999999999999998
1,MLP,0,5.0,5.0,5.118216,9.504637,108,5.6000000000000005,9.199999999999998
1,MLP,0,5.0,5.0,5.118216,9.504637,109,5.6000000000000005,8.999999999999998
1,MLP,0,5.0,5.0,5.118216,9.504637,110,5.6000000000000005,9.199999999999998
1,MLP,0,5.0,5.0,5.118216,9.504637,111,5.6000000000000005,8.999999999999998
1,MLP,0,5.0,5.0,5.118216,9.504637,112,5.6000000000000005,9.199999999999998
1,MLP,0,5.0,5.0,5.118216,9.504637,113,5.6000000000000005,8.999999999999998
1,MLP,0,5.0,5.0,5.118216,9.504637,114,5.6000000000000005,9.199999999999998
1,MLP,0,5.0,5.0,5.118216,9.504637,115,5.6000000000000005,8.999999999999998
1,MLP,0,5.0,5.0,5.118216,9.504637,116,5.6000000000000005,8.799999999999999
1,MLP,0,5.0,5.0,5.118216,9.504637,117,5.6000000000000005,8.6
1,MLP,0,5.0,5.0,5.118216,9.504637,118,5.6000000000000005,8.4
1,MLP,0,5.0,5.0,5.118216,9.504637,119,5.6000000000000005,8.200000000000001
1,MLP,0,5.0,5.0,5.118216,9.504637,120,5.6000000000000005,8.4
1,MLP,0,5.0,5.0,5.118216,9.504637,121,5.6000000000000005,8.6
1,MLP,0,5.0,5.0,5.118216,9.504637,122,5.6000000000000005,8.799999999999999
1,MLP,0,5.0,5.0,5.118216,9.504637,123,5.6000000000000005,8.999999999999998
1,MLP,0,5.0,5.0,5.118216,9.504637,124,5.6000000000000005,9.199999999999998
1,MLP,0,5.0,5.0,5.118216,9.504637,125,5.6000000000000005,8.999999999999998
1,MLP,0,5.0,5.0,5.118216,9.504637,126,5.6000000000000005,9.199999999999998
1,MLP,0,5.0,5.0,5.118216,9.504637,127,5.6000000000000005,8.999999999999998
1,MLP,0,5.0,5.0,5.118216,9.504637,128,5.4,8.999999999999998
1,SNN,1,5.0,5.0,5.118216,9.504637,0,5.0,5.0
1,SNN,1,5.0,5.0,5.118216,9.504637,1,5.0,5.2
1,SNN,1,5.0,5.0,5.118216,9.504637,2,5.0,5.4
1,SNN,1,5.0,5.0,5.118216,9.504637,3,5.0,5.6000000000000005
1,SNN,1,5.0,5.0,5.118216,9.504637,4,5.0,5.800000000000001
1,SNN,1,5.0,5.0,5.118216,9.504637,5,5.0,6.000000000000001
1,SNN,1,5.0,5.0,5.118216,9.504637,6,5.2,6.000000000000001
1,SNN,1,5.0,5.0,5.118216,9.504637,7,5.2,6.200000000000001
1,SNN,1,5.0,5.0,5.118216,9.504637,8,5.4,6.200000000000001
1,SNN,1,5.0,5.0,5.118216,9.504637,9,5.4,6.400000000000001
1,SNN,1,5.0,5.0,5.118216,9.504637,10,5.2,6.400000000000001
1,SNN,1,5.0,5.0,5.118216,9.504637,11,5.4,6.400000000000001
1,SNN,1,5.0,5.0,5.118216,9.504637,12,5.6000000000000005,6.400000000000001
1,SNN,1,5.0,5.0,5.118216,9.504637,13,5.6000000000000005,6.600000000000001
1,SNN,1,5.0,5.0,5.118216,9.504637,14,5.6000000000000005,6.800000000000002
1,SNN,1,5.0,5.0,5.118216,9.504637,15,5.6000000000000005,7.000000000000002
1,SNN,1,5.0,5.0,5.118216,9.504637,16,5.6000000000000005,7.200000000000002
1,SNN,1,5.0,5.0,5.118216,9.504637,17,5.6000000000000005,7.400000000000002
1,SNN,1,5.0,5.0,5.118216,9.504637,18,5.6000000000000005,7.600000000000002
1,SNN,1,5.0,5.0,5.118216,9.504637,19,5.6000000000000005,7.8000000000000025
1,SNN,1,5.0,5.0,5.118216,9.504637,20,5.6000000000000005,8.000000000000002
1,SNN,1,5.0,5.0,5.118216,9.504637,21,5.6000000000000005,8.200000000000001
1,SNN,1,5.0,5.0,5.118216,9.504637,22,5.6000000000000005,8.4
1,SNN,1,5.0,5.0,5.118216,9.504637,23,5.6000000000000005,8.6
1,SNN,1,5.0,5.0,5.118216,9.504637,24,5.6000000000000005,8.799999999999999
1,SNN,1,5.0,5.0,5.118216,9.504637,25,5.6000000000000005,8.999999999999998
1,SNN,1,5.0,5.0,5.118216,9.504637,26,5.6000000000000005,9.199999999999998
1,SNN,1,5.0,5.0,5.118216,9.504637,27,5.6000000000000005,9.399999999999997
2,MLP,0,5.0,5.0,1.8790107,0.5514663,0,5.0,5.0
2,MLP,0,5.0,5.0,1.8790107,0.5514663,1,4.8,5.0
2,MLP,0,5.0,5.0,1.8790107,0.5514663,2,4.6,5.0
2,MLP,0,5.0,5.0,1.8790107,0.5514663,3,4.3999999999999995,5.0
2,MLP,0,5.0,5.0,1.8790107,0.5514663,4,4.199999999999999,5.0
2,MLP,0,5.0,5.0,1.8790107,0.5514663,5,3.999999999999999,5.0
2,MLP,0,5.0,5.0,1.8790107,0.5514663,6,3.799999999999999,5.0
2,MLP,0,5.0,5.0,1.8790107,0.5514663,7,3.799999999999999,4.8
2,MLP,0,5.0,5.0,1.8790107,0.5514663,8,3.5999999999999988,4.8
2,MLP,0,5.0,5.0,1.8790107,0.5514663,9,3.3999999999999986,4.8
2,MLP,0,5.0,5.0,1.8790107,0.5514663,10,3.1999999999999984,4.8
2,MLP,0,5.0,5.0,1.8790107,0.5514663,11,2.9999999999999982,4.8
2,MLP,0,5.0,5.0,1.8790107,0.5514663,12,2.799999999999998,4.8
2,MLP,0,5.0,5.0,1.8790107,0.5514663,13,2.599999999999998,4.8
2,MLP,0,5.0,5.0,1.8790107,0.5514663,14,2.3999999999999977,4.8
2,MLP,0,5.0,5.0,1.8790107,0.5514663,15,2.1999999999999975,4.8
2,MLP,0,5.0,5.0,1.8790107,0.5514663,16,1.9999999999999976,4.8
2,MLP,0,5.0,5.0,1.8790107,0.5514663,17,1.7999999999999976,4.8
2,MLP,0,5.0,5.0,1.8790107,0.5514663,18,1.5999999999999976,4.8
2,MLP,0,5.0,5.0,1.8790107,0.5514663,19,1.7999999999999976,4.8
2,MLP,0,5.0,5.0,1.8790107,0.5514663,20,1.5999999999999976,4.8
2,MLP,0,5.0,5.0,1.8790107,0.5514663,21,1.7999999999999976,4.8
2,MLP,0,5.0,5.0,1.8790107,0.5514663,22,1.5999999999999976,4.8
2,MLP,0,5.0,5.0,1.8790107,0.5514663,23,1.7999999999999976,4.8
2,MLP,0,5.0,5.0,1.8790107,0.5514663,24,1.5999999999999976,4.8
2,MLP,0,5.0,5.0,1.8790107,0.5514663,25,1.7999999999999976,4.8
2,MLP,0,5.0,5.0,1.8790107,0.5514663,26,1.5999999999999976,4.8
2,MLP,0,5.0,5.0,1.8790107,0.5514663,27,1.7999999999999976,4.8
2,MLP,0,5.0,5.0,1.8790107,0.5514663,28,1.5999999999999976,4.8
2,MLP,0,5.0,5.0,1.8790107,0.5514663,29,1.7999999999999976,4.8
2,MLP,0,5.0,5.0,1.8790107,0.5514663,30,1.9999999999999976,4.8
2,MLP,0,5.0,5.0,1.8790107,0.5514663,31,1.7999999999999976,4.8
2,MLP,0,5.0,5.0,1.8790107,0.5514663,32,1.5999999999999976,4.8
2,MLP,0,5.0,5.0,1.8790107,0.5514663,33,1.7999999999999976,4.8
2,MLP,0,5.0,5.0,1.8790107,0.5514663,34,1.5999999999999976,4.8
2,MLP,0,5.0,5.0,1.8790107,0.5514663,35,1.7999999999999976,4.8
2,MLP,0,5.0,5.0,1.8790107,0.5514663,36,1.5999999999999976,4.8
2,MLP,0,5.0,5.0,1.8790107,0.5514663,37,1.3999999999999977,4.8
2,MLP,0,5.0,5.0,1.8790107,0.5514663,38,1.3999999999999977,4.6
2,MLP,0,5.0,5.0,1.8790107,0.5514663,39,1.3999999999999977,4.3999999999999995
2,MLP,0,5.0,5.0,1.8790107,0.5514663,40,1.3999999999999977,4.199999999999999
2,MLP,0,5.0,5.0,1.8790107,0.5514663,41,1.3999999999999977,3.999999999999999
2,MLP,0,5.0,5.0,1.8790107,0.5514663,42,1.3999999999999977,3.799999999999999
2,MLP,0,5.0,5.0,1.8790107,0.5514663,43,1.3999999999999977,3.5999999999999988
2,MLP,0,5.0,5.0,1.8790107,0.5514663,44,1.3999999999999977,3.3999999999999986
2,MLP,0,5.0,5.0,1.8790107,0.5514663,45,1.1999999999999977,3.3999999999999986
2,MLP,0,5.0,5.0,1.8790107,0.5514663,46,1.1999999999999977,3.1999999999999984
2,MLP,0,5.0,5.0,1.8790107,0.5514663,47,1.1999999999999977,2.9999999999999982
2,MLP,0,5.0,5.0,1.8790107,0.5514663,48,1.1999999999999977,2.799999999999998
2,MLP,0,5.0,5.0,1.8790107,0.5514663,49,1.1999999999999977,2.599999999999998
2,MLP,0,5.0,5.0,1.8790107,0.5514663,50,1.3999999999999977,2.599999999999998
2,MLP,0,5.0,5.0,1.8790107,0.5514663,51,1.3999999999999977,2.3999999999999977
2,MLP,0,5.0,5.0,1.8790107,0.5514663,52,1.3999999999999977,2.1999999999999975
2,MLP,0,5.0,5.0,1.8790107,0.5514663,53,1.5999999999999976,2.1999999999999975
2,SNN,1,5.0,5.0,1.8790107,0.5514663,0,5.0,5.0
2,SNN,1,5.0,5.0,1.8790107,0.5514663,1,4.8,5.0
2,SNN,1,5.0,5.0,1.8790107,0.5514663,2,4.6,5.0
2,SNN,1,5.0,5.0,1.8790107,0.5514663,3,4.3999999999999995,5.0
2,SNN,1,5.0,5.0,1.8790107,0.5514663,4,4.199999999999999,5.0
2,SNN,1,5.0,5.0,1.8790107,0.5514663,5,3.999999999999999,5.0
2,SNN,1,5.0,5.0,1.8790107,0.5514663,6,3.999999999999999,4.8
2,SNN,1,5.0,5.0,1.8790107,0.5514663,7,3.799999999999999,4.8
2,SNN,1,5.0,5.0,1.8790107,0.5514663,8,3.5999999999999988,4.8
