threshold,mean_firing_rate
0.1,0.4182861328125
0.2,0.3279052734375
0.3,0.2343017578125
0.4,0.15771484375
0.5,0.10673828125
0.6,0.075244140625
0.7,0.0558837890625
0.8,0.04443359375
0.9,0.0356689453125
1.0,0.0278564453125
